,sentence,sentiment_values
9814,"A , of predictable , bordering on offensive time waste , celluloid tired money and , .",0
9815,"Comes off unlikable a long laborious whine , , the bellyaching man a paranoid and as of .",0
9816,"budget 's also curious It , that this film , Antitrust the similarly ill-timed the note is easily as bad at a fraction like to .",0
9817,well parents put would to Their cram earplugs and their ears in do pillowcases over their heads for 87 minutes .,0
9818,The your of such that leaves you scratching . head in amazement over the fact that so many talented people could participate in film kind ill-advised and poorly idea executed an,0
9819,"Loud unfunny and . chaotic largely ,",0
9820,"the remained , the this , The where are all direct-to-video stuff , and film 's characters gags that should have script .",0
9821,"Too . of complicated well-acted but dangerously slow thriller feels like a a preamble to bigger , more this story , one much never materializes that",0
9822,"much sitting through this sloppy own made-for-movie comedy , he it makes me wonder if Lawrence hates criticism so After his special refuses to evaluate that , work .",0
9823,the is Even . more unwatchable original Soapdish,0
9824,Chalk it hubristic as the worst kind . of folly up,0
9825,"A , dumb and derivative dull . film horror",0
9826,"Schmaltzy and Worst bad Adam Sandler Hanukkah , about unfunny is numbingly cartoon , Little Nicky bad , 10 's List bad .",0
9827,"It 's like curious film note that this to Antitrust also the similarly ill-timed budget , is easily as bad fraction a at the , .",0
9828,We . n't like paid through crap sit this to get enough do,0
9829,"No big whoop film , to new , , zero thrills bad too many flashbacks and a choppy ending make for a nothing see .",0
9830,mess a is .,0
9831,watching got meaningless headache this I a downer .,0
9832,"It is depressing pained ruthlessly , staring depraved , the an movie of and into . open wound equivalent",0
9833,Even Soapdish original unwatchable is more the .,0
9834,Boring and . meandering,0
9835,filmmakers project 's high forgot to halfway anything even Fatal scary as . poorly rejigger include Attraction into a The school setting they,0
9836,"The film feels Hollywood , war-movie of and pacing of . its stuff , while the performances elicit more plot a sense typical deja vu than awe formulaic",0
9837,shockingly overproduced piece This absolutely is dreck bad and . unnecessary of,0
9838,"It 's clotted that dime-store and , heavy-handed psychology twice endless scenic shots with make 105 minutes seem . as long symbolism",0
9839,"Instead of a balanced film that explains the the that postcard zeitgeist X unrealized , that get we cinematic is a 's superficial and Games .",0
9840,"Try as I may , movie ca n't think of extemporaneously single everyone reason my see this I , ` though good in to group a shouted , even Thank you ! '",0
9841,"unpleasant virulently , banal . excuse comedy A romantic for a",0
9842,Thoroughly . awful,0
9843,"Unfortunately , it fun not you movies silly 's enjoy really bad unless .",0
9844,No amount of nostalgia for Carvey 's glory fact can are the days that the new film is a lame kiddie wasted and disguise that 's considerable talents Carvey flick in it .,0
9845,"Most the the problems with the film do n't screenplay from the derive , but involved the mediocre performances by most of rather actors of",0
9846,"Had watching here intelligent anything remotely anyone , we stopped could have long done all ago .",0
9847,it n't . ca recommend I,0
9848,"McKay seems his service embarrassed own invention and tries to put through of intermediary passages , apparently hoping that the audience will not he the glaring triteness the the plot device notice has rush in by .",0
9849,movie . get about as humorous as watching your favorite alive is buried The pet,0
9850,"This you yourself kind , movie that is thirty need to watch for about only say before you seconds to the , ` Ah , yes , here we have a bad , bad of bad movie . '",0
9851,", film feels formulaic The its plot pacing awe typical Hollywood war-movie stuff of while the performances elicit more of a and , deja vu than sense .",0
9852,"a huge disappointment filmmakers and coming , does from , as it performers of this calibre",0
9853,A . movie dreary,0
9854,story stays another barely that . fish-out-of-water afloat Just,0
9855,What a great shame that such his talented director as to a has chosen Chen Kaige make English-language so with a film debut poorly plotted and scripted .,0
9856,This everyone the case of a pregnant that being in by of script premise takes few chances and manages to insult the audience a is wasted the intelligence .,0
9857,"be should It things but lot doing of a , does n't .",0
9858,"sequences nonsensical laughable and plotting , wooden performances , ineptly directed action Features memory some the of worst dialogue in recent and .",0
9859,The heart-pounding psychological to Enough into ` flopped inspiring tale of survival wrapped in the plan suspense of a stylish a thriller ' has an as surely as make souffle gone wrong .,0
9860,"weather cold few movie The is a perfect metaphor and the dreary itself and which contains for laughs , not much drama .",0
9861,. is predictable every film This ludicrous turn at,0
9862,that . thrills The provide its theatrics and onscreen emotions their lose luster when flattened extreme innate,0
9863,"In other as , 're words bad a film you about likely to see . year all",0
9864,cliches appears the have been up on to worst revenge-of-the-nerds It modeled filmmakers could dredge the .,0
9865,"likely repellent , most of , 2002 out turn be the most will movie What to .",0
9866,"game animation quality if phenomenon that indication about is years ago is actually dying a slow death , The the poor and of Pokemon 4 Ever three any peaked .",0
9867,"Instead of letting the laughs come may they -- , Lawrence unleashes his trademark a -- er , comedy or like misogyny human volcano your an overflowing septic tank , take as pick .",0
9868,", of making his own style various director just Adams Marcus sources from , sources -- good bad Instead copies mixture",0
9869,"good the fact that this film was n't 's bad as I thought it was going a be , it to still not movie Despite as",0
9870,", . with uninvolving Weighted flat storytelling and slow down acting",0
9871,"To -- shame chiefly reality humanity 's greatest influenced 's reality shows be by shows God for , sake !",0
9872,"If there 's one thing this world needs less movies are it 's of that college about . written and directed by people who could exam pass an entrance n't ,",0
9873,"It it as weaker you 're watching a movie that was made in 1978 but not released then because it was released , , and 's has been unearthed and so now weak even it has become when if .",0
9874,"After hates that this sloppy , criticism comedy special , it makes me wonder his sitting Lawrence made-for-movie so much through he refuses to evaluate if own work .",0
9875,"a In own , way Joshua is as film and nonsensical , its Luis Bunuel blasphemous without the latter 's attendant intelligence , poetry as passion , and genius .",0
9876,"Not only are the Sopranos 's film gags incredibly the-cash and unfunny , they also demonstrate how were - makers of this ` we 're - doing-it-for the dated ' sequel . desperate",0
9877,". Philosophically a mess , intellectually and logistically",0
9878,travel-agency independent-community like a of video targeted at lights who like to ride topless bikes and roll in the mud than a worthwhile glimpse Looks more guiding people .,0
9879,crime . and is drama fare ... instantly forgettable thoroughly standard dull This,0
9880,Should have to gone straight . video,0
9881,"The 's pretentious thin message is and helped by the hackneyed characterizations , nonexistent plot style film visual not .",0
9882,"What missing of 100 is here is a script of even the wit elemental literacy , an inkling , genuine most % and anything resembling acting .",0
9883,"A movie more Muzak than prescribed visually recommended -- as be bland as a dentist 's waiting room rhythms complete with . to and a cushion of predictable narrative , soothing",0
9884,same Clint lazy to free De the ride from critics afforded enjoy Niro Eastwood in the may Bloodwork .,0
9885,"Distances you by throwing out ones many red herrings , the many false scares that , so genuine so barely register .",0
9886,"This is out ungainly its , ill-fitting , with movie elbows knees an the sticking where should be .",0
9887,more film a group of there self-absorbed Is than the mother and this featured in daughters women ?,0
9888,"If you knitting your go , . pack needles",0
9889,"Beneath lies and , facade and seemingly shrewd inevitable largely movie-biz farce ... the a plot cobbled together from of uncanny flat uncreative moments .",0
9890,theater the excitement comes when only credits finally leave and the get to The you roll .,0
9891,. dreadful Just,0
9892,"personalities characters ... are paper-thin , their The changes undergo radical suits when it and the script .",0
9893,The a is ending cop-out .,0
9894,mounting . disbelief Such insanity of No I Thing with brainless the watched,0
9895,I this to had look . away was god - awful,0
9896,is that someone crime a 's movie it by knows who nothing made obviously about crime .,0
9897,"portent-heavy Soderbergh worst and Given how is , this could be the has thing it heavy-handed ever done .",0
9898,You another find in wishing 'll you and that were yourself . movie they,0
9899,All Believer well-meaningness in the . ca n't erase the for that The the feels like Nazi 12-Step a fact the Jewish Program world,0
9900,the for been sacrificed has of spectacle Characterisation . sake,0
9901,a delicate adaptation of a and terrible only play walked the loathsome tightrope between farcical ever that .,0
9902,"angst-ridden only thing be than attempt substandard , Hollywood picture run-of-the-mill is an The your to worse profound .",0
9903,appeal the of a scenic all Has cesspool .,0
9904,. like n't sit do enough through get to crap paid this We,0
9905,"The movie is so contrived the nonsensical location formulaic that would come shelf think of it , , day-old and , be a more appropriate to to store it .",0
9906,The Tuxedo miscalculates badly allow forcing the star to life second fiddle to dull the effects . to the suit by come to play that,0
9907,"The sense movie makes , barely with its naivete flashbacks and arbitrary unbelievable .",0
9908,does either It n't as . work,0
9909,The only thing waste swept watching '' is the one hour time thirty-three minutes spent away `` this of . and,0
9910,"is a joke one-joke and , bad Bartleby movie a at that .",0
9911,"In . end , there is to n't much it the",0
9912,whatsoever thing This on level for no works me .,0
9913,exasperatingly and slow Flaccid drama journey .,0
9914,cast the not one decent 's from one There and not performance clever line of . dialogue,0
9915,you How ? cliche do spell,0
9916,"A loud the mess . that has none of charm the and little of the intrigue TV , from series witless",0
9917,"No French the were harmed during the making of this movie , but they were half and people audience was put . through for hour an and a insulted torture",0
9918,both sinister confused that work DeVito 's early fuelled is inspiration in Death to Smoochy into something The ugly and mindless .,0
9919,"A is that Stealing Harvard shame own busy its in getting too boring to be , but frustrating , way anything and forgettable .",0
9920,Crush Valley be the worst made man a women film about has since could of the . Dolls,0
9921,The comes theater only when get credits finally roll excitement leave the to you the and .,0
9922,"One of the any irritating cartoons you , see will . this more , year or",0
9923,"( Less a movie than ) crawl appalling thing odoriferous , to so of in almost every single facet rotten production that you 'll want ... an up your own \*\*\* embarrassment in .",0
9924,"For professional future member for hopes Mr. Plympton will find room band one more , of his little screenwriter , a the one .",0
9925,"... the with candy-like that of it fading faster than 25-cent this time , I realized taste is a throwaway movie bubble wo n't stand the test of gum .",0
9926,A not lame comedy about an so character and . who would romantic as be unsympathetic stupid likely to get involved with her someone,0
9927,The threat will is in title Pokemon 4ever the keep -- like locusts terrifying a horde these things implied in coming .,0
9928,lifeless dullards paean teenage and sermonizing A to .,0
9929,"In addition , sporting one of the worst titles in recent cinematic history , Ballistic hole-ridden Ecks Vs. Sever also features terrible to banal dialogue ; , car : plotting dull superficial characters and a rather ; convenient unimaginative , chase .",0
9930,her MacDowell ) ventures beyond abilities . several times here and reveals how bad an actress she is (,0
9931,"What are ensues drug-induced blood-splattering distinctions mass on bowel evacuations , and none-too-funny commentary , the cultural much between Americans and Brits .",0
9932,"long anyone stopped . anything remotely intelligent have we , could all here watching Had ago done",0
9933,gives rambling 's the into incoherence The movie new meaning to progression phrase ` fatal script error . ',0
9934,"In the Carnahan , the the collapses . despite shaky of its movie best efforts foundation director Joe end on",0
9935,"while . satire , nowhere The the story goes unfocused is",0
9936,"What remains is irresponsible variant of the nincompoop Benigni the , here a more annoying , though less angry , of persona a Sandlerian manchild version Road by the voice of the star of undercut Trip .",0
9937,It a me say ye obvious makes Abandon . : of hope good movie the who enter here all,0
9938,sit enough n't this paid . We to through crap like get do,0
9939,"I realized trying to decide I just me most about God is Great ... I 'm Not then and annoyed I was that what , did n't care .",0
9940,"To better understand why this did n't connect with me would one I viewing , and through ... wo be sitting another this require again n't that in itself is commentary enough .",0
9941,Not even of would Italian what to make . this know freakshow Felinni,0
9942,. dreadful Just,0
9943,"It would , churlish to begrudge in for receiving in consolation that can be found anyone Dragonfly be yet it is impossible to find the conviction anything but appalling lacking shamelessly manipulative and contrived , and totally , whatever film .",0
9944,since that movie nothing more than a tepid ago in trotting exercise a formula that worked five years out lost has fizz but its Was ?,0
9945,. turning You hear can Orwell practically over George,0
9946,This disappointing and is crowd effort overproduced n't likely to the rouse Rush Hour generally .,0
9947,. dreadful Just,0
9948,. boring Extremely,0
9949,is that in one n't moment the film surprises There or delights .,0
9950,"that the of of mess A has witless , the charm and little none loud intrigue from the TV series .",0
9951,can George practically . over Orwell turning hear You,0
9952,"( Carvey . ) characters are both 's and exaggerated , overplayed then again subtlety trademark has never been his , but",0
9953,"No the involved , . Dash , slightest the shows aptitude for acting Abdul and one script , credited director to , Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised save",0
9954,"For all of its insights into the dream world the teen life , and its electronic expression through cohesive culture , 2 film gives no quarter to anyone seeking to pull a 1\/2 story out of of its cyber - hour running time .",0
9955,too . is optimistic a title Vulgar,0
9956,"Despite bearing Paramount the imprint it , a 's bargain-basement European pickup .",0
9957,"to . , thrift-shop costumes , prosthetic makeup all Silly Putty and effects blue-light-special Kmart by conspire test Wince-inducing Trekkie loyalty dialogue",0
9958,of expectations expect you just what get assuming ... is the bar What you has n't been raised above sixth-grade height .,0
9959,"What 's at stake in , irritating is notion film than an more this if obsolete , nothing of class .",0
9960,"The appeal of , vulgar my sexist , racist humour went over my head or -- considering just how low brow it snuck -- perhaps it is under the feet .",0
9961,"all Of , 's Halloween most this is the unappealing visually the .",0
9962,"definitely one even to one This , skip is for horror fanatics movie .",0
9963,"The deadly is that for part , the most dull film problem is the .",0
9964,"Whaley determination . 's immerse you exhausting sheer in unrelenting wretchedness is , to",0
9965,"Sticky sweet sentimentality , clumsy plotting in a rosily WWII-era view of life this Delta Mississippi myopic the undermine and adaptation .",0
9966,. as n't either work It does,0
9967,"as huge , coming a of it does and from filmmakers , performers disappointment this calibre",0
9968,The in and original big-screen silly . cartoon seem smart Scooby well-crafted the comparison makes,0
9969,"As aimless as an on the skidding completely out of control movie a of patch long black ice , pickup old makes two hours feel . four like",0
9970,I 'm not sure which will take longer to riot-control : psyche welt own Johnny Knoxville 's . my a heal projectile or from on tortured the stomach,0
9971,on 's take memoir . author 's hard toothless ... is a rather on take Sheridan a schoolboy young life the,0
9972,About the only thing an give the more points for is bravado -- to take to entirely stale concept meat audience it through the push 's . grinder one movie time and,0
9973,. one toilet This for direct and scores a aims hit the,0
9974,"Without a strong acting and energetic films , Dogma the can produce script home sleep-inducing videos as watching your neighbor 's same effects .",0
9975,This is absolutely and completely ridiculous insult cancer and . every family whose of has suffered through the horrible pains mother a to by an death,0
9976,Nothing is the film Hurley with authentic Elizabeth exception of possible -- the breasts -- about 's .,0
9977,", you 're looking for up be look served to If better comedy elsewhere .",0
9978,"great would be It to . , turd squashed under this truck semi preferably a a see",0
9979,"Depicts the 's clever most sordid of at behavior on the laughs , then screen and how human it sorriest being .",0
9980,"prosthetic dialogue , thrift-shop effects , Wince-inducing all costumes Silly Putty and Kmart by blue-light-special makeup conspire to test Trekkie loyalty .",0
9981,a mediocre Nothing . than trifle more,0
9982,mother there a daughters of more group women in the film and self-absorbed featured than this Is ?,0
9983,story The simple and the too simple very the working out of seems almost plot arbitrary .,0
9984,"should with what the of pics , plot mechanics get in many way adventure too As be the lighter-than-air studio .",0
9985,all psychodramatics 's It . surface,0
9986,gnat a is to Gary Cooper what a Adam Sandler racehorse . to is,0
9987,"There 's no palpable Ralph between . Lopez male lead chemistry Fiennes , in the script by Kevin Girl scribe Working Wade is workmanlike plus the extreme and",0
9988,"even there getting Alas is interest not half the , .",0
9989,year collection Plotless moronic movie of by far the worst stunts the is of .,0
9990,"A satirical , any , irritating movie without discernible its salvos loud of hitting a ugly target .",0
9991,Absurdities navel a and . like in cliches fat man 's accumulate lint,0
9992,I the the of having feeling been Art hate in name of High slimed .,0
9993,The original smart Scooby the silly and cartoon seem big-screen makes well-crafted in comparison .,0
9994,"Any reasonably , script the have written a more credible eighth-grader creative though with could same number of continuity errors .",0
9995,"A to that frustrating Stealing is too busy getting in its own way shame be anything boring . , but , and forgettable Harvard",0
9996,An instant movie the worst for . year candidate of,0
9997,it unfunny to laugh tries to makes us Desperately and out unsuspenseful when it tries when make us jump desperately of our . seats,0
9998,"only The of film tolerate this insipid , brutally clueless to painkillers might with a large dose way be .",0
9999,"As ` chick flicks ' go , this string-pulling is pretty miserable legitimate resorting to one rather than , . development and intelligent character plotting",0
10000,"This is a into film , once a good idea that was followed it the bad idea movie turn fragmented by a to .",0
10001,"processed she speaks computer her creepy Egyptian demigod voice is and music . as overproduced as it was in her , When",0
10002,the pegs sci-fi . itself straight-to-video rental Automatically shelf for,0
10003,"None of this ever the and , indeed , promising first half of Sorority comedy is as appalling 's any ` Boys ' to sounds as from a projector spill lens .",0
10004,"fetishistic film of empty , is violence in murder which and casual . fun A",0
10005,and unrealistic . Black-and-white,0
10006,"and she speaks , her creepy Egyptian demigod voice is as computer was When overproduced as processed it in her music .",0
10007,"... a complete shambles of good movie viewer sloppy , so uneven , so damn would that , ca n't believe any so a young or old , unpleasant have I a time here .",0
10008,The movie a from two suffers vitality -- and dearth of ailments fatal a story . 's shapeless and uninflected that,0
10009,"Thoughtless lot bad , superficial humour of a , and random accents Scouse very",0
10010,". not , circumstances any under consider , taking a child younger school middle in age to this wallow than crude humor Do",0
10011,"Clumsy , back , preposterous will . movie , likely set the the of woman warriors obvious decades cause",0
10012,You 'll were movie that yourself you and they in find another wishing .,0
10013,"For , future , screenwriter hopes Mr. Plympton will find band for . more member of room little his the a professional one one",0
10014,thoughtful devoid of any kind like intelligible story Collateral it makes of XXX films and that Damage seem like So treatises,0
10015,of episodes the feel . a disjointed of strung-together TV bunch Has,0
10016,It 's viewers -- smart or barbed enough for jokes also not older everyone thinks poo-poo not are ` edgy ' .,0
10017,"to director short -- manages ( put some also pictures up on the big screen , but his skill at telling a story O'Fallon he falls contributed to the screenplay -- lovely ) .",0
10018,"Big Fat Liar little more is a Home Alone to raised new than , self-deprecating level .",0
10019,"me , yes , that would be Ah : fighting urge off the to doze .",0
10020,So worth it is be burn the not of the match that should price used to of every print putrid the film .,0
10021,A cliched hard-partying and cautionary shallow . the tale lives of gay about men,0
10022,resemble French director grand from a fart coming to A someone 's crazy beginning grandfather .,0
10023,. An awful snooze,0
10024,"Bread , My would many so has flaws it Sweet be easy critics shred to for it .",0
10025,"For all of its insights into pull dream world of teen life , and its the expression through 2 culture , electronic no gives story quarter to anyone seeking to the a cohesive film out of its cyber 1\/2 - hour running time .",0
10026,boring Extremely .,0
10027,a that title for An film unfortunate has it endearing about nothing .,0
10028,"road-trip , a and 's that movie surprisingly short of Dull both adventure song .",0
10029,Leave the Flowers these they -- 're dead on unpicked vine .,0
10030,An exercise in . every digital as bit ugly the shabby as photography cynicism muddy sound and,0
10031,"the summary that comes plot does n't to A justice quite the awfulness of the movie , for of do through all too painfully in the execution .",0
10032,"be me of mindless curmudgeon but not being able to enjoy a mindless action movie , for I believe without movie can Call cold-hearted a being the peak a all things insipid .",0
10033,The . sense absolutely no movie makes,0
10034,"The event makes a tragic history by mirror on for trying to , too long going every subsequent film in Chinese error : war , revolution , Communism , etc. .",0
10035,The a but n't original ! movie was like remake makes it look good a masterpiece this,0
10036,too or Attal hard serious to make a comedy pushes this drama .,0
10037,"So muddled , repetitive and that ragged the far style less about the horrifying historical reality than about it filmmaker . characteristic says 's",0
10038,"an appalling former ` , ' rip-off that somehow manages to bring together Kevin Pollak Chyna and wrestler Ventura Ace Dolly Parton .",0
10039,"The angst-ridden are affluent than characters engaging more , . grating slacker",0
10040,"It 's badly elementary , blandly directed and , acted have been scripted by someone who school graduated from just could .",0
10041,"and the Hollywood , glitz sordid disgusting Behind . is",0
10042,catsup as pedestrian As plain -- and,0
10043,"to Interminably bleak , say nothing of boring .",0
10044,"Alas , interest there . half even not getting is the",0
10045,entire in movie . a need bath The scented of is,0
10046,with possible off as . a Argentine starts Beauty reeks like American room stacked What pungent flowers a,0
10047,"lethargically , paced . parable of renewal Priggish",0
10048,", stupid story . far-flung and illogical plain , ... the is",0
10049,"a is at one-joke that movie and joke bad a Bartleby , .",0
10050,"comedy-deficient B-movie ... , , ungainly rush An job",0
10051,"The obnoxious special effects , the charm on of flatulence and the incessant , so-five-minutes-ago pop music outbursts the obligatory overwhelm what is left Hanna-Barbera the scruffy soundtrack dopey old of , .",0
10052,up Oprah supposed on be the breezy but ends It as tedious as 's chatter of parrots raised to post-feminist .,0
10053,'s energy no . There,0
10054,funny suspenseful Neither particularly nor well-drawn nor .,0
10055,Plays like an recycled blend of a overripe 's version TV episode Dawson 's Creek and dumbed-down bad and a of of Love Story .,0
10056,after violence 30 minutes into series Collapses slap-happy of adolescent a .,0
10057,Poor Ben Bratt could emailed point-to-point stardom if . n't him MapQuest find directions driving,0
10058,is significantly with charming than listening to his Haunted Halloween a taste less exaggeration recount a for trip to the four-year-old House .,0
10059,"'s badder In , it . other bad than words",0
10060,the what So is ? point,0
10061,. viewing experience a unpleasant Makes pretty for,0
10062,Abandons all pretense historical creating of into and the off waltzes a hectic soap about the ups and artists of context heavy breathing between the two downs .,0
10063,"old offers an tired subtext , skims over the realities of vision sex , all-inclusive presents yet another AIDS Ozpetek gay where the gay community as an and world of uptight , middle class bores like Antonia can feel good about themselves .",0
10064,It shows that some studios as believe that people have 's the ability to think and will forgive a there as firmly long product shoddy lost any little girl-on-girl action .,0
10065,Absurdities and cliches accumulate . man in like fat lint 's navel a,0
10066,"The film is like sitting in a bunch late-twenty-somethings , overhearing about downtown a typical cafe natter on desperately nothing , and of wishing you could change tables .",0
10067,The very simple almost of too and . the working out seems the story plot arbitrary simple,0
10068,the of some most misfortune disappointments I 've One the highly-praised to in watch quite had time .,0
10069,"A the misfire , twenty possibly baffling Allen movie weakest Woody in ) has made ( the last and years .",0
10070,"Time overwrought , deeply biased clearly and wholly designed to make you feel , about guilty what the filmmakers ignoring believe are The Greatest . of All Totally Musicians",0
10071,"After several scenes of this tacky nonsense . budget 'll Wal-Mart wistful for the testosterone-charged wizardry of Jerry Bruckheimer productions , , because especially Past Dead is like The Rock on a be you Half",0
10072,"Watching Haneke 's film is , and , enough a punishment challenge aptly a .",0
10073,"My a Wars Star new movie drag is precious , wheezy lumbering ...",0
10074,... dull hypnotically .,0
10075,hastily have 's Italian Pinocchio Benigni disaster ? easier to Would through than this sit dubbed been any,0
10076,Mike This dud for E could Tyson 90-minute 's pass !,0
10077,A ( ) shapeless desperate blob of entertainment .,0
10078,"A summary of does plot the n't quite do justice painfully the awfulness in the movie , of the comes through all too to for that execution .",0
10079,Just funny bunch good of . in around flailing a that caper 's neither original nor terribly a actors,0
10080,"... with the wo taste of it fading 25-cent than faster I gum , the realized this is a of movie that candy-like n't stand bubble test throwaway time .",0
10081,How spell you cliche ? do,0
10082,"The film really place over , is all the .",0
10083,and . Banal predictable,0
10084,"and between few genuinely Oedekerk the funny , jokes are mercilessly and far mugs .",0
10085,". , bomb A horrible stink 99-minute",0
10086,"Here , it an , collapses alas overcooked like souffle .",0
10087,"With . seen predictable plot , you Longest swear that you 've completely it all before , even if you 've of come within a mile never The a Yard 'll",0
10088,the has neither Epps Tucker the nor made affability that charisma natural has a star .,0
10089,yawn-provoking farm little melodrama A .,0
10090,"No , involved , save seems one shows the slightest aptitude acting for , and the ' , credited . director Abdul Malik Abbott and Ernest ` Tron script Anderson , Dash entirely improvised to",0
10091,Desperately to when seats tries unfunny unsuspenseful us laugh and desperately makes when it tries to make us jump out of our it .,0
10092,The entertainment of something Fears is there impossible to follow -- and seeing 's All cringe-inducing about almost an American stadium football nuked as pop Sum .,0
10093,Has all the depth . pool of a wading,0
10094,"trying film The so busy making reference to other films and is own be other films that it fails to have a heart , mind of . or its to humor",0
10095,. emotional female of drags film The overload the angst down irreparably,0
10096,into hogwash . Degenerates,0
10097,"Fortunately for all involved , as water is likely an disappear this quickly as to into cube thrown boiling a pot of ice movie .",0
10098,"other bad words , about as likely a film 're In you to see all year .",0
10099,"As gamely as the sense tries to acts ( of its title character ) there remains a huge gap between the can 's creepy , clean-cut Dahmer movie Jeremy Renner , and fiendish make that no amount of earnest textbook psychologizing film bridge .",0
10100,trying about by How surprising us new ? something,0
10101,High If instead would a more generic product were have a universal it code Crimes of any title .,0
10102,"provide hastily mounted production exists only to , on though ' inclination to play book Lecter again capitalize even Hopkins Harris has inclination immediate no to This a fourth Hannibal .",0
10103,"Carnahan the end , the movie shaky on its collapses foundation despite of Joe efforts the director . In best",0
10104,". dull , to minimalist of from , set long cello music culled despair a procession funeral A",0
10105,turns a idea interesting potentially into an excruciating film school experience that plays better for for 's 's the publicists or only people who take as many drugs film the film as characters,0
10106,"If we because to slap protagonist LePlouff Genevieve because she 's French , do we have 're same option clueless slap her to that they 're creators and inept ?",0
10107,theater as though out of the You feeling trudge 'll you rode Zipper the after eating a corn dog and an extra-large cotton candy .,0
10108,"But just its child-centered , claustrophobic context , it . can in -- frightening be disturbing as even punishing and",0
10109,spell do How ? cliche you,0
10110,most movie awful that will An malleable . only emotionally satisfy of filmgoers the,0
10111,is ` ' Enigma this good name for a and a delibrately movie obtuse unapproachable .,0
10112,"Not but only , downright unfunny repellent .",0
10113,There 's not in comedic a moment . romantic comedy this,0
10114,I 'm have cannibal : words not ever been together in the these is same This erotic sure movie sentence boring .,0
10115,"you go If your pack , knitting needles .",0
10116,have film 's few are ideas stretched to to point of evaporation ; the whole central section is one big no that seems goal The no the and chase urgency .,0
10117,A to so true is that is impossible film it whether that boast care tedious or not .,0
10118,the . ultimately film is But quite unengaging itself,0
10119,none it Too of . is funny bad,0
10120,"flashy , overlong , . soap opera Kitschy",0
10121,fear and never is com so rambling disconnected it dot builds any suspense .,0
10122,Extremely . bad,0
10123,. and tedious Aggravating,0
10124,"setups surprisingly A retread half-baked hobbled flat , sluggish and by pacing .",0
10125,". , Kapur modernizes A.E.W. Mason 's story to suit , sensibilities of a young American the a decision that plucks Unfortunately Feathers Four bare '' The ``",0
10126,"Unfortunately , The modernizes A.E.W. Mason 's bare to suit the sensibilities of young a decision American a , that plucks `` Kapur Four Feathers '' story .",0
10127,"really the 2002 film ' breaks But believe in does , and n't the mood with absurdly inappropriate scenes comedy it ` .",0
10128,"It 's unsettling that something gel and transgressive was being attempted here that is refused to hip . puzzling the result stubbornly more but than possible ,",0
10129,"that time , . all Killing that going 's on here 's",0
10130,"-- action scenes have all car if of a 20-car pileup , while The plot holes are big enough for a train the n't drive through the suspense Kaos had to blown them all up .",0
10131,"Rifkin no in Jr. himself something an a Hubert Selby fancies 's but there is n't of ounce of honest poetry doubt his entire it ; script , simply crude and unrelentingly exploitative .",0
10132,"The most memorable I was but in threw medical equipment at a window ; not because it was particularly funny , when of moment had a serious urge to grab the old lady at the because end my aisle 's walker and toss it at the screen Green frustration .",0
10133,Kirshner and out-bad-act to to be in a other seem see who Monroe can contest the .,0
10134,sake of been sacrificed the spectacle Characterisation has . for,0
10135,"This . unfunny long clocks film but extremely minutes , at feels twice as in 80",0
10136,You to lot 'll fun yourself fire more have in the parking setting .,0
10137,"If ( , this is supposed to unwrapped a gift , somebody be and early holiday took out all the good stuff , it left behind the crap movie literally ) .",0
10138,man Valley be made worst film could Crush has the about women a since of the Dolls .,0
10139,"There so to , a Burns Ed be license that ought directing can have his revoked .",0
10140,More been the same old Hollywood now has of trying to pass off as acceptable . teen for some time garbage entertainment,0
10141,"be may true based on a Evelyn have historically significant story and but the filmmakers , 's every effort to disguise it as an unimaginative screenwriter made invention .",0
10142,"If we option to slap protagonist Genevieve clueless because she her French , do we have they same and to slap 's creators because that 're LePlouff 're inept ?",0
10143,It that thievery like petty this 's puts bars flicks like behind this flimsy,0
10144,"What most , most likely will repellent 2002 to be movie , turn the of out .",0
10145,"Even by . action-movie standards , Ballistic : a Ecks dumb is vs. dumb action Sever movie",0
10146,almost tough It to . be when you 're 's dozing startled,0
10147,"This self-infatuated goofball is far from the he thing wrong the with the comedy Stealing Harvard most one only 's clumsy , obvious but .",0
10148,"( characters and overplayed Carvey but are ) 's exaggerated , both then again , subtlety has never been his trademark .",0
10149,"It 's difficult , conceive . anyone who has reached puberty let finding the characters in Slackers or funny antics amusing of actually alone their to",0
10150,"and . it slow , melodramatic , I bordering on drab found",0
10151,from the baffling Bad and . get-go,0
10152,"With jump cuts , fast editing to how of pyrotechnics Yu clearly and hopes , camouflage lots bad his movie is .",0
10153,worked that movie formula more than ? tepid exercise in trotting five a nothing that Was out years ago but a since lost its fizz has,0
10154,"It 's , funny conceive of anyone who to reached puberty difficult the finding characters in Slackers or their antics amusing actually let alone has .",0
10155,dreary A movie .,0
10156,"It 's fraction curious to bad that this , like film the similarly ill-timed Antitrust , is easily as note at a also the budget .",0
10157,'s . It uninteresting,0
10158,"Ultimately , feels like unsatisfying empty without swallowing Communion a wafer and the wine .",0
10159,"Quite frankly , I out n't see why any actor of talent would ever McCulloch production work a this again if they looked at how in movie turned ca .",0
10160,"It 's a hurry sign when you 're deaths particular the film to bad up and be to its subjects ' rooting just so the documentary will happens over , but it 's indicative of how uncompelling the movie is unless it get to cover your for area of interest .",0
10161,"manipulative , stinker . A predictable",0
